Season,Week,Celebrity,Judge_Total_Score_Raw,Rule_Mode,Estimated_Fan_Vote_Percent_Mean,Estimated_Fan_Vote_Percent_Std,Acceptance_Rate_Percent,Actual_Result,Judge_Rank_Points,Judge_Percent
5,5,Marie Osmond,21.0,Percentage (Judge% + Fan%),14.05,4.06,14.01,Safe,,10.55
5,5,Mark Cuban,21.0,Percentage (Judge% + Fan%),7.92,1.83,14.01,Eliminated,,10.55
5,6,Cameron Mathison,25.0,Percentage (Judge% + Fan%),15.6,4.51,22.59,Safe,,13.89
5,6,Jane Seymour,22.0,Percentage (Judge% + Fan%),16.05,4.3,22.59,Safe,,12.22
5,6,Sabrina Bryan,25.0,Percentage (Judge% + Fan%),7.79,1.98,22.59,Eliminated,,13.89
5,6,Jennie Garth,27.0,Percentage (Judge% + Fan%),15.1,4.62,22.59,Safe,,15.0
5,6,Helio Castroneves,28.0,Percentage (Judge% + Fan%),14.88,4.65,22.59,Safe,,15.56
5,6,Mel B,30.0,Percentage (Judge% + Fan%),14.11,4.61,22.59,Safe,,16.67
5,6,Marie Osmond,23.0,Percentage (Judge% + Fan%),16.48,4.55,22.59,Safe,,12.78
5,7,Cameron Mathison,25.5,Percentage (Judge% + Fan%),18.29,4.73,16.49,Safe,,16.35
5,7,Jane Seymour,25.0,Percentage (Judge% + Fan%),10.66,2.17,16.49,Eliminated,,16.03
5,7,Jennie Garth,26.5,Percentage (Judge% + Fan%),17.72,4.69,16.49,Safe,,16.99
5,7,Helio Castroneves,26.0,Percentage (Judge% + Fan%),17.68,4.61,16.49,Safe,,16.67
5,7,Mel B,27.0,Percentage (Judge% + Fan%),16.74,4.49,16.49,Safe,,17.31
5,7,Marie Osmond,26.0,Percentage (Judge% + Fan%),18.92,4.91,16.49,Safe,,16.67
5,8,Cameron Mathison,25.5,Percentage (Judge% + Fan%),13.72,2.56,20.84,Eliminated,,19.39
5,8,Jennie Garth,25.0,Percentage (Judge% + Fan%),21.99,4.74,20.84,Safe,,19.01
5,8,Helio Castroneves,28.5,Percentage (Judge% + Fan%),20.93,5.02,20.84,Safe,,21.67
5,8,Mel B,28.0,Percentage (Judge% + Fan%),20.26,4.8,20.84,Safe,,21.29
5,8,Marie Osmond,24.5,Percentage (Judge% + Fan%),23.09,4.92,20.84,Safe,,18.63
5,9,Jennie Garth,29.0,Percentage (Judge% + Fan%),18.4,2.94,23.6,Eliminated,,24.79
5,9,Helio Castroneves,30.0,Percentage (Judge% + Fan%),26.59,5.01,23.6,Safe,,25.64
5,9,Mel B,30.0,Percentage (Judge% + Fan%),26.07,4.91,23.6,Safe,,25.64
5,9,Marie Osmond,28.0,Percentage (Judge% + Fan%),28.94,5.18,23.6,Safe,,23.93
5,10,Helio Castroneves,27.999900000000004,Percentage (Judge% + Fan%),32.59,6.55,100.0,Safe,,35.29
5,10,Mel B,28.333199999999998,Percentage (Judge% + Fan%),31.92,6.49,100.0,Safe,,35.71
5,10,Marie Osmond,23.0,Percentage (Judge% + Fan%),35.48,6.7,100.0,Safe,,28.99
6,1,Cristian de la Fuente,21.0,Percentage (Judge% + Fan%),8.34,7.66,100.0,Safe,,8.64
6,1,Steve Guttenberg,18.0,Percentage (Judge% + Fan%),8.34,7.68,100.0,Safe,,7.41
6,1,Priscilla Presley,24.0,Percentage (Judge% + Fan%),8.34,7.67,100.0,Safe,,9.88
6,1,Marlee Matlin,22.0,Percentage (Judge% + Fan%),8.34,7.63,100.0,Safe,,9.05
6,1,Shannon Elizabeth,21.0,Percentage (Judge% + Fan%),8.32,7.65,100.0,Safe,,8.64
6,1,Marissa Jaret Winokur,18.0,Percentage (Judge% + Fan%),8.29,7.61,100.0,Safe,,7.41
6,1,Jason Taylor,22.0,Percentage (Judge% + Fan%),8.37,7.66,100.0,Safe,,9.05
6,1,Kristi Yamaguchi,27.0,Percentage (Judge% + Fan%),8.34,7.69,100.0,Safe,,11.11
6,1,Monica Seles,15.0,Percentage (Judge% + Fan%),8.32,7.65,100.0,Safe,,6.17
6,1,Penn Jillette,16.0,Percentage (Judge% + Fan%),8.35,7.67,100.0,Safe,,6.58
6,1,Adam Carolla,15.0,Percentage (Judge% + Fan%),8.29,7.63,100.0,Safe,,6.17
6,1,Mario,24.0,Percentage (Judge% + Fan%),8.36,7.69,100.0,Safe,,9.88
6,2,Cristian de la Fuente,20.0,Percentage (Judge% + Fan%),8.76,3.79,25.0,Safe,,7.78
6,2,Steve Guttenberg,16.0,Percentage (Judge% + Fan%),9.27,3.69,25.0,Safe,,6.23
6,2,Priscilla Presley,21.0,Percentage (Judge% + Fan%),8.66,3.81,25.0,Safe,,8.17
6,2,Marlee Matlin,24.0,Percentage (Judge% + Fan%),8.55,3.87,25.0,Safe,,9.34
6,2,Shannon Elizabeth,24.0,Percentage (Judge% + Fan%),8.54,3.9,25.0,Safe,,9.34
6,2,Marissa Jaret Winokur,21.0,Percentage (Judge% + Fan%),8.66,3.8,25.0,Safe,,8.17
6,2,Jason Taylor,27.0,Percentage (Judge% + Fan%),8.56,3.97,25.0,Safe,,10.51
6,2,Kristi Yamaguchi,27.0,Percentage (Judge% + Fan%),8.44,3.88,25.0,Safe,,10.51
6,2,Monica Seles,15.0,Percentage (Judge% + Fan%),4.29,1.39,25.0,Eliminated,,5.84
6,2,Penn Jillette,17.0,Percentage (Judge% + Fan%),9.07,3.66,25.0,Safe,,6.61
6,2,Adam Carolla,19.0,Percentage (Judge% + Fan%),8.76,3.76,25.0,Safe,,7.39
6,2,Mario,26.0,Percentage (Judge% + Fan%),8.45,3.88,25.0,Safe,,10.12
6,3,Cristian de la Fuente,25.0,Percentage (Judge% + Fan%),10.39,4.09,10.36,Safe,,10.96
6,3,Steve Guttenberg,21.0,Percentage (Judge% + Fan%),4.9,1.36,10.36,Eliminated,,9.21
6,3,Priscilla Presley,26.0,Percentage (Judge% + Fan%),10.22,4.01,10.36,Safe,,11.4
6,3,Marlee Matlin,21.0,Percentage (Judge% + Fan%),10.79,3.83,10.36,Safe,,9.21
6,3,Shannon Elizabeth,24.0,Percentage (Judge% + Fan%),10.3,4.0,10.36,Safe,,10.53
6,3,Marissa Jaret Winokur,19.0,Percentage (Judge% + Fan%),11.25,3.8,10.36,Safe,,8.33
6,3,Jason Taylor,23.0,Percentage (Judge% + Fan%),10.45,3.93,10.36,Safe,,10.09
6,3,Kristi Yamaguchi,27.0,Percentage (Judge% + Fan%),9.98,4.08,10.36,Safe,,11.84
6,3,Adam Carolla,21.0,Percentage (Judge% + Fan%),11.03,3.96,10.36,Safe,,9.21
6,3,Mario,21.0,Percentage (Judge% + Fan%),10.68,3.85,10.36,Safe,,9.21
6,4,Cristian de la Fuente,26.0,Percentage (Judge% + Fan%),11.46,4.27,26.15,Safe,,11.56
6,4,Priscilla Presley,22.0,Percentage (Judge% + Fan%),11.88,4.06,26.15,Safe,,9.78
6,4,Marlee Matlin,24.0,Percentage (Judge% + Fan%),12.03,4.27,26.15,Safe,,10.67
6,4,Shannon Elizabeth,28.0,Percentage (Judge% + Fan%),11.24,4.31,26.15,Safe,,12.44
6,4,Marissa Jaret Winokur,24.0,Percentage (Judge% + Fan%),12.51,4.39,26.15,Safe,,10.67
6,4,Jason Taylor,29.0,Percentage (Judge% + Fan%),11.27,4.31,26.15,Safe,,12.89
6,4,Kristi Yamaguchi,29.0,Percentage (Judge% + Fan%),10.86,4.25,26.15,Safe,,12.89
6,4,Adam Carolla,19.0,Percentage (Judge% + Fan%),6.84,1.82,26.15,Eliminated,,8.44
6,4,Mario,24.0,Percentage (Judge% + Fan%),11.91,4.22,26.15,Safe,,10.67
6,5,Cristian de la Fuente,23.0,Percentage (Judge% + Fan%),13.39,4.32,21.77,Safe,,11.73
6,5,Priscilla Presley,21.0,Percentage (Judge% + Fan%),7.46,1.84,21.77,Eliminated,,10.71
6,5,Marlee Matlin,22.0,Percentage (Judge% + Fan%),14.03,4.34,21.77,Safe,,11.22
6,5,Shannon Elizabeth,23.0,Percentage (Judge% + Fan%),13.17,4.21,21.77,Safe,,11.73
6,5,Marissa Jaret Winokur,24.0,Percentage (Judge% + Fan%),14.12,4.51,21.77,Safe,,12.24
6,5,Jason Taylor,27.0,Percentage (Judge% + Fan%),12.62,4.39,21.77,Safe,,13.78
6,5,Kristi Yamaguchi,29.0,Percentage (Judge% + Fan%),12.0,4.45,21.77,Safe,,14.8
6,5,Mario,27.0,Percentage (Judge% + Fan%),13.21,4.51,21.77,Safe,,13.78
6,6,Cristian de la Fuente,27.0,Percentage (Judge% + Fan%),15.23,4.72,25.35,Safe,,15.0
6,6,Marlee Matlin,21.0,Percentage (Judge% + Fan%),9.66,2.2,25.35,Eliminated,,11.67
6,6,Shannon Elizabeth,24.0,Percentage (Judge% + Fan%),15.54,4.54,25.35,Safe,,13.33
6,6,Marissa Jaret Winokur,26.0,Percentage (Judge% + Fan%),15.97,4.73,25.35,Safe,,14.44
6,6,Jason Taylor,24.0,Percentage (Judge% + Fan%),15.14,4.43,25.35,Safe,,13.33
6,6,Kristi Yamaguchi,30.0,Percentage (Judge% + Fan%),13.56,4.55,25.35,Safe,,16.67
6,6,Mario,28.0,Percentage (Judge% + Fan%),14.91,4.71,25.35,Safe,,15.56
6,7,Cristian de la Fuente,23.0,Percentage (Judge% + Fan%),18.92,4.42,14.58,Safe,,14.89
6,7,Shannon Elizabeth,25.5,Percentage (Judge% + Fan%),10.32,2.11,14.58,Eliminated,,16.5
6,7,Marissa Jaret Winokur,26.0,Percentage (Judge% + Fan%),18.67,4.8,14.58,Safe,,16.83
6,7,Jason Taylor,27.5,Percentage (Judge% + Fan%),17.61,4.79,14.58,Safe,,17.8
6,7,Kristi Yamaguchi,27.0,Percentage (Judge% + Fan%),16.52,4.4,14.58,Safe,,17.48
6,7,Mario,25.5,Percentage (Judge% + Fan%),17.96,4.59,14.58,Safe,,16.5
6,8,Cristian de la Fuente,28.5,Percentage (Judge% + Fan%),22.0,5.15,19.9,Safe,,21.35
6,8,Marissa Jaret Winokur,25.0,Percentage (Judge% + Fan%),22.74,4.86,19.9,Safe,,18.73
6,8,Jason Taylor,26.0,Percentage (Judge% + Fan%),21.64,4.78,19.9,Safe,,19.48
6,8,Kristi Yamaguchi,27.5,Percentage (Judge% + Fan%),20.32,4.6,19.9,Safe,,20.6
6,8,Mario,26.5,Percentage (Judge% + Fan%),13.31,2.5,19.9,Eliminated,,19.85
6,9,Cristian de la Fuente,28.0,Percentage (Judge% + Fan%),27.41,5.2,26.05,Safe,,25.45
6,9,Marissa Jaret Winokur,26.0,Percentage (Judge% + Fan%),19.36,3.04,26.05,Eliminated,,23.64
6,9,Jason Taylor,27.5,Percentage (Judge% + Fan%),27.35,5.09,26.05,Safe,,25.0
6,9,Kristi Yamaguchi,28.5,Percentage (Judge% + Fan%),25.87,4.92,26.05,Safe,,25.91
6,10,Cristian de la Fuente,26.0,Percentage (Judge% + Fan%),33.97,6.62,100.0,Safe,,30.77
6,10,Jason Taylor,28.5,Percentage (Judge% + Fan%),33.93,6.63,100.0,Safe,,33.73
6,10,Kristi Yamaguchi,30.0,Percentage (Judge% + Fan%),32.1,6.53,100.0,Safe,,35.5
7,1,Ted McGinley,18.5,Percentage (Judge% + Fan%),0.79,0.64,7.79,Eliminated,,7.34
7,1,Cloris Leachman,16.0,Percentage (Judge% + Fan%),9.3,6.91,7.79,Safe,,6.35
7,1,Susan Lucci,18.5,Percentage (Judge% + Fan%),8.32,6.85,7.79,Safe,,7.34
7,1,Cody Linley,20.5,Percentage (Judge% + Fan%),7.84,6.99,7.79,Safe,,8.13
7,1,Misty May-Treanor,21.0,Percentage (Judge% + Fan%),7.61,6.86,7.79,Safe,,8.33
7,1,Maurice Greene,19.5,Percentage (Judge% + Fan%),8.1,7.05,7.79,Safe,,7.74
7,1,Warren Sapp,21.5,Percentage (Judge% + Fan%),7.53,6.81,7.79,Safe,,8.53
7,1,Jeffrey Ross,12.0,Percentage (Judge% + Fan%),10.86,6.93,7.79,Safe,,4.76
7,1,Toni Braxton,22.5,Percentage (Judge% + Fan%),7.51,6.83,7.79,Safe,,8.93
7,1,Lance Bass,21.5,Percentage (Judge% + Fan%),7.58,6.82,7.79,Safe,,8.53
7,1,Kim Kardashian,18.5,Percentage (Judge% + Fan%),8.29,6.93,7.79,Safe,,7.34
7,1,Rocco DiSpirito,17.5,Percentage (Judge% + Fan%),8.82,7.0,7.79,Safe,,6.94
7,1,Brooke Burke,24.5,Percentage (Judge% + Fan%),7.45,6.95,7.79,Safe,,9.72
7,2,Cloris Leachman,15.0,Percentage (Judge% + Fan%),11.51,4.02,16.43,Safe,,6.79
7,2,Susan Lucci,21.0,Percentage (Judge% + Fan%),9.79,3.99,16.43,Safe,,9.5
7,2,Cody Linley,21.0,Percentage (Judge% + Fan%),9.27,3.9,16.43,Safe,,9.5
7,2,Misty May-Treanor,21.0,Percentage (Judge% + Fan%),9.04,3.81,16.43,Safe,,9.5
7,2,Maurice Greene,19.0,Percentage (Judge% + Fan%),9.8,3.92,16.43,Safe,,8.6
7,2,Warren Sapp,24.0,Percentage (Judge% + Fan%),8.72,3.91,16.43,Safe,,10.86
7,2,Toni Braxton,23.0,Percentage (Judge% + Fan%),8.72,3.84,16.43,Safe,,10.41
7,2,Lance Bass,20.0,Percentage (Judge% + Fan%),9.19,3.79,16.43,Safe,,9.05
7,2,Kim Kardashian,17.0,Percentage (Judge% + Fan%),4.48,1.33,16.43,Eliminated,,7.69
7,2,Rocco DiSpirito,16.0,Percentage (Judge% + Fan%),10.9,3.92,16.43,Safe,,7.24
7,2,Brooke Burke,24.0,Percentage (Judge% + Fan%),8.59,3.84,16.43,Safe,,10.86
7,3,Cloris Leachman,16.0,Percentage (Judge% + Fan%),13.31,4.74,100.0,Safe,,8.04
7,3,Susan Lucci,21.0,Percentage (Judge% + Fan%),11.33,4.43,100.0,Safe,,10.55
7,3,Cody Linley,21.0,Percentage (Judge% + Fan%),10.73,4.33,100.0,Safe,,10.55
7,3,Maurice Greene,24.0,Percentage (Judge% + Fan%),11.33,4.43,100.0,Safe,,12.06
7,3,Warren Sapp,25.0,Percentage (Judge% + Fan%),10.1,4.21,100.0,Safe,,12.56
7,3,Toni Braxton,22.0,Percentage (Judge% + Fan%),10.07,4.22,100.0,Safe,,11.06
7,3,Lance Bass,22.0,Percentage (Judge% + Fan%),10.61,4.31,100.0,Safe,,11.06
7,3,Rocco DiSpirito,20.0,Percentage (Judge% + Fan%),12.59,4.64,100.0,Safe,,10.05
7,3,Brooke Burke,28.0,Percentage (Judge% + Fan%),9.95,4.18,100.0,Safe,,14.07
7,4,Cloris Leachman,22.0,Percentage (Judge% + Fan%),13.82,4.63,16.5,Safe,,10.84
7,4,Susan Lucci,24.0,Percentage (Judge% + Fan%),11.83,4.37,16.5,Safe,,11.82
7,4,Cody Linley,23.0,Percentage (Judge% + Fan%),11.53,4.21,16.5,Safe,,11.33
7,4,Maurice Greene,20.0,Percentage (Judge% + Fan%),12.41,4.15,16.5,Safe,,9.85
7,4,Warren Sapp,22.0,Percentage (Judge% + Fan%),11.07,3.93,16.5,Safe,,10.84
7,4,Toni Braxton,22.0,Percentage (Judge% + Fan%),11.05,3.95,16.5,Safe,,10.84
7,4,Lance Bass,26.0,Percentage (Judge% + Fan%),11.07,4.28,16.5,Safe,,12.81
7,4,Rocco DiSpirito,18.0,Percentage (Judge% + Fan%),6.83,1.67,16.5,Eliminated,,8.87
7,4,Brooke Burke,26.0,Percentage (Judge% + Fan%),10.39,4.11,16.5,Safe,,12.81
7,5,Cloris Leachman,21.0,Percentage (Judge% + Fan%),15.56,4.66,22.11,Safe,,10.77
7,5,Susan Lucci,22.0,Percentage (Judge% + Fan%),13.73,4.26,22.11,Safe,,11.28
7,5,Cody Linley,28.0,Percentage (Judge% + Fan%),12.71,4.5,22.11,Safe,,14.36
7,5,Maurice Greene,27.0,Percentage (Judge% + Fan%),13.67,4.68,22.11,Safe,,13.85
7,5,Warren Sapp,25.0,Percentage (Judge% + Fan%),12.58,4.29,22.11,Safe,,12.82
7,5,Toni Braxton,22.0,Percentage (Judge% + Fan%),6.85,1.83,22.11,Eliminated,,11.28
7,5,Lance Bass,21.0,Percentage (Judge% + Fan%),13.42,4.06,22.11,Safe,,10.77
7,5,Brooke Burke,29.0,Percentage (Judge% + Fan%),11.47,4.27,22.11,Safe,,14.87
7,6,Cloris Leachman,15.0,Percentage (Judge% + Fan%),11.45,2.44,31.62,Eliminated,,9.38
7,6,Susan Lucci,23.0,Percentage (Judge% + Fan%),15.65,4.78,31.62,Safe,,14.37
7,6,Cody Linley,23.0,Percentage (Judge% + Fan%),14.67,4.54,31.62,Safe,,14.37
7,6,Maurice Greene,21.0,Percentage (Judge% + Fan%),15.9,4.65,31.62,Safe,,13.12
7,6,Warren Sapp,25.0,Percentage (Judge% + Fan%),14.29,4.66,31.62,Safe,,15.62
7,6,Lance Bass,27.0,Percentage (Judge% + Fan%),14.95,4.89,31.62,Safe,,16.88
7,6,Brooke Burke,26.0,Percentage (Judge% + Fan%),13.09,4.47,31.62,Safe,,16.25
7,7,Susan Lucci,24.0,Percentage (Judge% + Fan%),10.47,2.12,12.58,Eliminated,,16.33
7,7,Cody Linley,22.0,Percentage (Judge% + Fan%),18.7,4.41,12.58,Safe,,14.97
7,7,Maurice Greene,25.0,Percentage (Judge% + Fan%),18.8,4.94,12.58,Safe,,17.01
7,7,Warren Sapp,21.0,Percentage (Judge% + Fan%),18.75,4.26,12.58,Safe,,14.29
7,7,Lance Bass,25.0,Percentage (Judge% + Fan%),17.98,4.7,12.58,Safe,,17.01
7,7,Brooke Burke,30.0,Percentage (Judge% + Fan%),15.3,4.66,12.58,Safe,,20.41
7,8,Cody Linley,24.0,Percentage (Judge% + Fan%),22.74,4.91,21.14,Safe,,18.82
7,8,Maurice Greene,24.0,Percentage (Judge% + Fan%),14.22,2.57,21.14,Eliminated,,18.82
7,8,Warren Sapp,27.0,Percentage (Judge% + Fan%),22.07,5.23,21.14,Safe,,21.18
7,8,Lance Bass,25.0,Percentage (Judge% + Fan%),21.94,4.91,21.14,Safe,,19.61
7,8,Brooke Burke,27.5,Percentage (Judge% + Fan%),19.04,4.57,21.14,Safe,,21.57
7,9,Cody Linley,23.0,Percentage (Judge% + Fan%),19.72,3.12,25.8,Eliminated,,22.89
7,9,Warren Sapp,24.5,Percentage (Judge% + Fan%),27.95,5.16,25.8,Safe,,24.38
7,9,Lance Bass,28.5,Percentage (Judge% + Fan%),26.64,5.56,25.8,Safe,,28.36
7,9,Brooke Burke,24.5,Percentage (Judge% + Fan%),25.7,4.66,25.8,Safe,,24.38
7,10,Warren Sapp,27.5,Percentage (Judge% + Fan%),34.81,6.67,100.0,Safe,,32.35
7,10,Lance Bass,27.5,Percentage (Judge% + Fan%),33.18,6.57,100.0,Safe,,32.35
7,10,Brooke Burke,30.0,Percentage (Judge% + Fan%),32.01,6.51,100.0,Safe,,35.29
8,1,Gilles Marini,24.0,Percentage (Judge% + Fan%),7.66,7.12,100.0,Safe,,9.88
8,1,Denise Richards,18.0,Percentage (Judge% + Fan%),7.72,7.16,100.0,Safe,,7.41
8,1,David Alan Grier,19.0,Percentage (Judge% + Fan%),7.69,7.13,100.0,Safe,,7.82
8,1,Lawrence Taylor,16.0,Percentage (Judge% + Fan%),7.71,7.14,100.0,Safe,,6.58
8,1,Ty Murray,14.0,Percentage (Judge% + Fan%),7.7,7.14,100.0,Safe,,5.76
8,1,Shawn Johnson,23.0,Percentage (Judge% + Fan%),7.65,7.09,100.0,Safe,,9.47
8,1,Steve Wozniak,13.0,Percentage (Judge% + Fan%),7.68,7.11,100.0,Safe,,5.35
8,1,Belinda Carlisle,17.0,Percentage (Judge% + Fan%),7.7,7.15,100.0,Safe,,7.0
8,1,Chuck Wicks,20.0,Percentage (Judge% + Fan%),7.72,7.14,100.0,Safe,,8.23
8,1,Lil' Kim,21.0,Percentage (Judge% + Fan%),7.65,7.09,100.0,Safe,,8.64
8,1,Steve-O,17.0,Percentage (Judge% + Fan%),7.7,7.11,100.0,Safe,,7.0
8,1,Holly Madison,18.0,Percentage (Judge% + Fan%),7.71,7.12,100.0,Safe,,7.41
8,1,Melissa Rycroft,23.0,Percentage (Judge% + Fan%),7.71,7.14,100.0,Safe,,9.47
8,2,Gilles Marini,27.0,Percentage (Judge% + Fan%),7.67,3.75,10.5,Safe,,10.19
8,2,Denise Richards,21.0,Percentage (Judge% + Fan%),7.93,3.65,10.5,Safe,,7.92
8,2,David Alan Grier,17.0,Percentage (Judge% + Fan%),8.37,3.46,10.5,Safe,,6.42
8,2,Lawrence Taylor,20.0,Percentage (Judge% + Fan%),8.04,3.63,10.5,Safe,,7.55
8,2,Ty Murray,20.0,Percentage (Judge% + Fan%),7.97,3.56,10.5,Safe,,7.55
8,2,Shawn Johnson,24.0,Percentage (Judge% + Fan%),7.75,3.73,10.5,Safe,,9.06
8,2,Steve Wozniak,17.0,Percentage (Judge% + Fan%),8.41,3.51,10.5,Safe,,6.42
8,2,Belinda Carlisle,18.0,Percentage (Judge% + Fan%),3.01,1.04,10.5,Eliminated,,6.79
8,2,Chuck Wicks,20.0,Percentage (Judge% + Fan%),8.08,3.6,10.5,Safe,,7.55
8,2,Lil' Kim,23.0,Percentage (Judge% + Fan%),7.77,3.62,10.5,Safe,,8.68
8,2,Steve-O,14.0,Percentage (Judge% + Fan%),9.05,3.4,10.5,Safe,,5.28
8,2,Holly Madison,18.0,Percentage (Judge% + Fan%),8.19,3.44,10.5,Safe,,6.79
8,2,Melissa Rycroft,26.0,Percentage (Judge% + Fan%),7.76,3.73,10.5,Safe,,9.81
8,3,Gilles Marini,27.0,Percentage (Judge% + Fan%),7.98,3.76,17.79,Safe,,10.63
8,3,Denise Richards,16.0,Percentage (Judge% + Fan%),3.96,1.35,17.79,Eliminated,,6.3
8,3,David Alan Grier,24.0,Percentage (Judge% + Fan%),8.75,3.95,17.79,Safe,,9.45
8,3,Lawrence Taylor,20.0,Percentage (Judge% + Fan%),8.62,3.72,17.79,Safe,,7.87
8,3,Ty Murray,23.0,Percentage (Judge% + Fan%),8.3,3.78,17.79,Safe,,9.06
8,3,Shawn Johnson,27.0,Percentage (Judge% + Fan%),8.01,3.79,17.79,Safe,,10.63
8,3,Steve Wozniak,10.0,Percentage (Judge% + Fan%),10.76,3.47,17.79,Safe,,3.94
8,3,Chuck Wicks,23.0,Percentage (Judge% + Fan%),8.42,3.83,17.79,Safe,,9.06
8,3,Lil' Kim,25.0,Percentage (Judge% + Fan%),8.09,3.75,17.79,Safe,,9.84
8,3,Steve-O,15.0,Percentage (Judge% + Fan%),10.08,3.82,17.79,Safe,,5.91
8,3,Holly Madison,17.0,Percentage (Judge% + Fan%),9.04,3.64,17.79,Safe,,6.69
8,3,Melissa Rycroft,27.0,Percentage (Judge% + Fan%),7.97,3.74,17.79,Safe,,10.63
8,4,Gilles Marini,30.0,Percentage (Judge% + Fan%),8.51,3.91,22.97,Safe,,12.4
8,4,David Alan Grier,22.0,Percentage (Judge% + Fan%),9.53,4.0,22.97,Safe,,9.09
8,4,Lawrence Taylor,19.0,Percentage (Judge% + Fan%),9.7,3.86,22.97,Safe,,7.85
8,4,Ty Murray,25.0,Percentage (Judge% + Fan%),8.91,3.93,22.97,Safe,,10.33
8,4,Shawn Johnson,25.0,Percentage (Judge% + Fan%),8.64,3.9,22.97,Safe,,10.33
8,4,Steve Wozniak,12.0,Percentage (Judge% + Fan%),6.29,1.68,22.97,Eliminated,,4.96
8,4,Chuck Wicks,22.0,Percentage (Judge% + Fan%),9.24,3.92,22.97,Safe,,9.09
8,4,Lil' Kim,27.0,Percentage (Judge% + Fan%),8.64,3.92,22.97,Safe,,11.16
8,4,Steve-O,15.0,Percentage (Judge% + Fan%),11.53,4.1,22.97,Safe,,6.2
8,4,Holly Madison,16.0,Percentage (Judge% + Fan%),10.5,3.88,22.97,Safe,,6.61
8,4,Melissa Rycroft,29.0,Percentage (Judge% + Fan%),8.51,3.93,22.97,Safe,,11.98
8,5,Gilles Marini,29.0,Percentage (Judge% + Fan%),10.39,4.15,12.72,Safe,,13.81
8,5,David Alan Grier,22.0,Percentage (Judge% + Fan%),5.69,1.51,12.72,Eliminated,,10.48
8,5,Lawrence Taylor,20.0,Percentage (Judge% + Fan%),12.87,4.11,12.72,Safe,,9.52
8,5,Ty Murray,21.0,Percentage (Judge% + Fan%),11.93,3.92,12.72,Safe,,10.0
8,5,Shawn Johnson,26.0,Percentage (Judge% + Fan%),10.8,4.11,12.72,Safe,,12.38
8,5,Chuck Wicks,23.0,Percentage (Judge% + Fan%),11.81,4.07,12.72,Safe,,10.95
8,5,Lil' Kim,26.0,Percentage (Judge% + Fan%),10.81,4.03,12.72,Safe,,12.38
8,5,Steve-O,18.0,Percentage (Judge% + Fan%),14.9,4.47,12.72,Safe,,8.57
8,5,Melissa Rycroft,25.0,Percentage (Judge% + Fan%),10.81,3.92,12.72,Safe,,11.9
8,6,Gilles Marini,26.0,Percentage (Judge% + Fan%),11.8,4.26,18.07,Safe,,13.98
8,6,Lawrence Taylor,22.0,Percentage (Judge% + Fan%),14.49,4.51,18.07,Safe,,11.83
8,6,Ty Murray,18.0,Percentage (Judge% + Fan%),14.6,4.16,18.07,Safe,,9.68
8,6,Shawn Johnson,26.0,Percentage (Judge% + Fan%),12.12,4.32,18.07,Safe,,13.98
8,6,Chuck Wicks,23.0,Percentage (Judge% + Fan%),13.49,4.43,18.07,Safe,,12.37
8,6,Lil' Kim,28.0,Percentage (Judge% + Fan%),11.98,4.48,18.07,Safe,,15.05
8,6,Steve-O,16.0,Percentage (Judge% + Fan%),9.46,2.04,18.07,Eliminated,,8.6
8,6,Melissa Rycroft,27.0,Percentage (Judge% + Fan%),12.06,4.39,18.07,Safe,,14.52
8,7,Gilles Marini,27.0,Percentage (Judge% + Fan%),14.16,4.41,21.72,Safe,,14.84
8,7,Lawrence Taylor,21.0,Percentage (Judge% + Fan%),10.01,2.14,21.72,Eliminated,,11.54
8,7,Ty Murray,24.0,Percentage (Judge% + Fan%),17.16,4.85,21.72,Safe,,13.19
8,7,Shawn Johnson,28.0,Percentage (Judge% + Fan%),14.3,4.5,21.72,Safe,,15.38
8,7,Chuck Wicks,27.0,Percentage (Judge% + Fan%),15.69,4.77,21.72,Safe,,14.84
8,7,Lil' Kim,26.0,Percentage (Judge% + Fan%),14.55,4.39,21.72,Safe,,14.29
8,7,Melissa Rycroft,29.0,Percentage (Judge% + Fan%),14.13,4.61,21.72,Safe,,15.93
8,8,Gilles Marini,27.5,Percentage (Judge% + Fan%),16.9,4.56,13.74,Safe,,17.63
8,8,Ty Murray,26.0,Percentage (Judge% + Fan%),19.89,5.12,13.74,Safe,,16.67
8,8,Shawn Johnson,26.0,Percentage (Judge% + Fan%),17.43,4.49,13.74,Safe,,16.67
8,8,Chuck Wicks,25.5,Percentage (Judge% + Fan%),10.41,2.12,13.74,Eliminated,,16.35
8,8,Lil' Kim,28.0,Percentage (Judge% + Fan%),17.16,4.67,13.74,Safe,,17.95
8,8,Melissa Rycroft,23.0,Percentage (Judge% + Fan%),18.21,4.24,13.74,Safe,,14.74
8,9,Gilles Marini,28.0,Percentage (Judge% + Fan%),20.38,4.85,27.16,Safe,,20.97
8,9,Ty Murray,23.0,Percentage (Judge% + Fan%),24.19,4.98,27.16,Safe,,17.23
8,9,Shawn Johnson,28.0,Percentage (Judge% + Fan%),20.8,4.91,27.16,Safe,,20.97
8,9,Lil' Kim,26.0,Percentage (Judge% + Fan%),13.3,2.62,27.16,Eliminated,,19.48
8,9,Melissa Rycroft,28.5,Percentage (Judge% + Fan%),21.33,5.1,27.16,Safe,,21.35
