celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_Est_FanPct_Mean_Bayesian,week2_Est_FanPct_Mean_Bayesian,week3_Est_FanPct_Mean_Bayesian,week4_Est_FanPct_Mean_Bayesian,week5_Est_FanPct_Mean_Bayesian,week6_Est_FanPct_Mean_Bayesian,week7_Est_FanPct_Mean_Bayesian,week8_Est_FanPct_Mean_Bayesian,week9_Est_FanPct_Mean_Bayesian,week10_Est_FanPct_Mean_Bayesian,week11_Est_FanPct_Mean_Bayesian,week1_Est_FanPct_Std_Bayesian,week2_Est_FanPct_Std_Bayesian,week3_Est_FanPct_Std_Bayesian,week4_Est_FanPct_Std_Bayesian,week5_Est_FanPct_Std_Bayesian,week6_Est_FanPct_Std_Bayesian,week7_Est_FanPct_Std_Bayesian,week8_Est_FanPct_Std_Bayesian,week9_Est_FanPct_Std_Bayesian,week10_Est_FanPct_Std_Bayesian,week11_Est_FanPct_Std_Bayesian,week1_Acceptance_RatePct_Bayesian,week2_Acceptance_RatePct_Bayesian,week3_Acceptance_RatePct_Bayesian,week4_Acceptance_RatePct_Bayesian,week5_Acceptance_RatePct_Bayesian,week6_Acceptance_RatePct_Bayesian,week7_Acceptance_RatePct_Bayesian,week8_Acceptance_RatePct_Bayesian,week9_Acceptance_RatePct_Bayesian,week10_Acceptance_RatePct_Bayesian,week11_Acceptance_RatePct_Bayesian
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,11.04,11.04,12.08,12.97,14.39,15.42,17.03,19.7,23.81,27.9,,4.39,4.39,4.59,4.72,4.92,5.04,5.24,5.42,5.78,5.84,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,19.16,52.6,58.55,
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.9,8.9,9.84,4.97,,,,,,,,3.98,3.99,4.13,1.45,,,,,,,,100.0,100.0,32.14,12.34,,,,,,,
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,10.03,10.03,11.04,12.11,13.18,14.34,16.05,11.42,,,,4.2,4.2,4.37,4.4,4.71,4.76,4.91,2.43,,,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,19.16,,,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.82,9.27,11.22,5.68,,,,,,,,3.97,3.87,3.76,1.54,,,,,,,,100.0,31.24,4.5,16.19,,,,,,,
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,8.3,9.1,10.92,12.04,13.37,13.64,7.73,,,,3.82,3.79,3.97,4.04,4.04,4.76,4.61,1.85,,,,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,,,
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.94,6.18,7.34,7.69,10.1,8.98,10.34,13.25,7.65,,,3.31,3.28,3.36,3.55,3.21,4.0,3.67,3.57,2.18,,,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,28.33,,
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,0.0,0.0,0.0,,9.77,9.91,10.91,12.72,14.76,16.79,16.93,18.28,21.14,14.74,,4.16,4.16,4.27,4.62,4.33,5.23,5.14,5.19,5.49,2.46,,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,28.33,9.01,
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,9.28,9.37,10.3,11.95,13.32,15.77,15.86,17.14,19.89,23.14,30.46,4.06,4.09,4.24,4.54,4.41,5.11,5.04,5.1,5.39,5.4,6.09,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,28.33,9.01,50.32
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,7.93,8.12,9.18,10.18,11.97,13.03,13.25,15.01,17.52,20.2,25.97,3.79,3.78,3.88,4.18,3.89,4.71,4.58,4.5,4.71,4.97,5.6,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,28.33,9.01,50.32
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6.0,5.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.44,3.26,,,,,,,,,,3.44,1.26,,,,,,,,,,100.0,31.24,,,,,,,,,
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,7.29,7.73,8.62,10.04,11.82,11.72,12.68,15.03,17.87,21.93,18.53,3.64,3.54,3.69,3.79,3.58,4.51,4.16,4.03,4.17,4.16,3.57,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,28.33,9.01,50.32
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.17,10.28,11.19,13.26,5.24,,,,,,,4.23,4.25,4.4,4.72,1.23,,,,,,,100.0,31.24,4.5,16.19,0.85,,,,,,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.83,6.71,7.24,8.02,9.73,8.75,5.22,,,,,3.28,3.15,3.33,3.43,3.2,3.95,1.77,,,,,100.0,31.24,4.5,16.19,0.85,100.0,32.91,,,,
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,7.23,7.45,8.91,9.54,11.02,11.6,12.07,13.54,15.93,19.98,25.03,3.63,3.6,3.63,3.88,3.73,4.48,4.27,4.31,4.5,4.41,4.99,100.0,31.24,4.5,16.19,0.85,100.0,32.91,8.49,28.33,9.01,50.32
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5.0,4.0,5.0,,6.0,5.0,6.0,,6.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.19,13.41,5.99,,,,,,,,,4.74,4.72,1.36,,,,,,,,,100.0,31.24,4.5,,,,,,,,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.13,9.73,,,,,,,,,,3.61,3.25,,,,,,,,,,100.0,17.56,,,,,,,,,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,8.5,9.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.97,9.63,11.21,11.21,11.6,13.34,15.55,9.99,,,,4.0,4.01,4.42,4.42,4.24,4.46,4.54,2.08,,,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,10.88,,,
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7.0,7.0,7.0,,9.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.5,9.5,8.0,9.0,8.0,9.0,10.0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,10.0,,,,,,9.52,10.13,11.8,11.8,12.07,14.01,16.29,19.38,22.95,17.98,,4.11,4.17,4.51,4.52,4.39,4.56,4.66,4.83,5.31,2.83,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,10.88,25.03,10.27,
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,6.62,7.96,8.63,8.63,10.13,11.7,13.03,16.14,19.17,25.84,,3.48,3.35,3.94,3.93,3.52,3.69,3.92,3.9,4.21,4.06,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,10.88,25.03,10.27,
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.52,3.25,,,,,,,,,,3.46,1.24,,,,,,,,,,100.0,17.56,,,,,,,,,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.36,,,,,,,,,,,3.41,,,,,,,,,,,100.0,,,,,,,,,,
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,,,,,,7.62,8.31,9.74,9.74,10.61,11.92,14.24,16.25,12.34,,,3.71,3.74,4.16,4.15,3.85,4.09,4.11,4.39,2.65,,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,10.88,25.03,,
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,9.63,10.27,11.91,11.92,12.36,13.94,16.16,19.03,23.01,28.34,,4.13,4.16,4.54,4.54,4.31,4.67,4.77,5.04,5.39,5.4,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,10.88,25.03,10.27,
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,9.42,10.03,11.7,11.7,12.26,13.59,15.75,19.21,22.53,27.83,,4.09,4.14,4.5,4.5,4.24,4.65,4.78,4.79,5.36,5.34,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,10.88,25.03,10.27,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.27,9.26,10.43,10.43,12.48,6.71,,,,,,3.86,3.76,4.28,4.28,3.71,1.8,,,,,,100.0,17.56,100.0,100.0,7.51,19.51,,,,,
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.85,10.58,12.16,12.17,5.64,,,,,,,4.18,4.17,4.57,4.58,1.46,,,,,,,100.0,17.56,100.0,100.0,7.51,,,,,,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.09,10.84,12.42,12.41,12.86,14.79,8.98,,,,,4.22,4.18,4.62,4.61,4.4,4.64,1.93,,,,,100.0,17.56,100.0,100.0,7.51,19.51,11.46,,,,
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,6.34,7.25,8.53,7.78,9.89,5.55,,,,,3.04,3.16,3.27,3.2,3.75,3.28,1.9,,,,,21.06,18.85,31.26,5.52,100.0,12.69,39.26,,,,
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,7.51,8.04,10.3,9.31,4.46,,,,,,3.47,3.49,3.65,3.39,4.07,1.46,,,,,,21.06,18.85,31.26,5.52,100.0,12.69,,,,,
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,8.5,9.31,9.71,10.84,11.33,12.23,14.02,9.62,,,3.79,3.87,3.94,4.07,4.35,4.1,4.43,4.49,2.27,,,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,23.12,,
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,8.0,8.46,9.05,9.74,10.76,11.12,12.27,13.32,15.9,19.05,25.62,3.76,3.85,4.02,4.01,4.34,4.09,4.37,4.72,4.53,4.88,4.53,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,23.12,45.17,15.56
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,8.35,8.96,9.63,10.09,11.3,11.32,12.74,13.91,16.34,19.81,25.72,3.88,3.92,4.04,4.18,4.43,4.35,4.5,4.78,4.64,4.9,4.7,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,23.12,45.17,15.56
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,,,,,,,,,,,1.13,,,,,,,,,,,21.06,,,,,,,,,,
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07,7.08,3.61,,,,,,,,,3.27,3.22,1.38,,,,,,,,,21.06,18.85,31.26,,,,,,,,
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,8.74,9.37,9.85,11.02,11.61,12.36,13.34,15.05,18.71,14.41,,3.87,3.92,4.12,3.97,4.48,4.12,4.44,4.56,4.27,3.04,,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,23.12,45.17,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,9.45,10.1,4.43,,,,,,,,3.75,3.94,4.08,1.36,,,,,,,,21.06,18.85,31.26,5.52,,,,,,,
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,7.96,8.07,9.87,8.85,10.09,11.44,8.63,,,,3.28,3.23,3.47,3.32,3.98,3.58,3.8,2.65,,,,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,,,
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,2.67,,,,,,,,,,3.23,1.09,,,,,,,,,,21.06,18.85,,,,,,,,,
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,11.06,11.68,12.36,13.04,14.58,14.53,15.96,17.3,19.5,23.1,19.12,4.4,4.49,4.62,4.64,4.94,4.86,5.1,5.28,5.18,5.56,2.83,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,23.12,45.17,15.56
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,11.37,12.02,12.73,13.26,14.97,14.9,16.48,17.77,19.93,23.63,29.54,4.46,4.54,4.65,4.72,4.99,4.91,5.09,5.32,5.25,5.59,5.47,21.06,18.85,31.26,5.52,100.0,12.69,39.26,61.41,23.12,45.17,15.56
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.25,8.66,9.73,10.82,5.63,,,,,,,3.86,3.59,3.76,3.87,1.59,,,,,,,100.0,10.71,10.23,22.63,15.67,,,,,,
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.76,7.91,8.65,9.48,10.64,12.39,6.99,,,,,3.75,3.57,3.82,4.01,4.07,4.14,1.75,,,,,100.0,10.71,10.23,22.63,15.67,14.09,12.41,,,,
